	System-Id	WM1	WM2	distance	drug-offset-end	drug-offset-start	relType	sideEffect-offset-end	sideEffect-offset-start	Sentence
5989	14ce957a-62eb-43b6-8392-6407e623a9c4	ibrance	really good		1595	1588	positive	69	58	there's really good info' on the ibrance 2014 thread, including a chart somewhere about when to withdraw the med vs. lower the dose.
5990	14cf3671-1f00-4860-8392-9b4c48c88400	femara	i have no ses at all		155	149	positive	180	160	i am taking femara and i have no ses at all except occasional achiness in my shins & ankles, and that goes away if i take extra vitamin d, calcium, and glucosamine-chondroitin (all these things are good for your bones).
5991	14d0f82a-9657-4f40-8c10-8b03ca7ad040	taxol	no allergic reaction		82	77	positive	488	468	no allergic reaction to taxol so guess that is good.
5992	14d14a02-9153-4e78-8393-51dbe3514e40	tamoxifen	i feel better		292	283	positive	275	262	if anything i feel better on the tamoxifen than i did before .
5993	14d29e98-0b3f-46f3-8393-c6ddae65af41	tamoxifen	improves outcomes		61	52	positive	79	62	the above abstract provides evidence that overall, tamoxifen improves outcomes in her2+/hormone receptor (hr) positive patients.
5993	14d29e98-0b3f-46f3-8393-c6ddae65af41	tamoxifen	improves outcomes		61	52	positive	79	62	women with either type of tumor (her2+ and her2-) should be tested so if found to be a poor metabolizer, can take an ai instead.the above is a small study, but the results were statistically significant, meaning the results must have been very consistent (low variability), thus i think we can rely on the information.i think the best evidence that overall, tamoxifen improves outcomes in her2+/er+ women are the results from the large hera study.
5994	14d33807-b398-47b8-87fc-bc0a4d805a40	rituxan	very effective		817	810	positive	888	874	i think you will find that r-chop (rituxan plus a combination of chemo drugs) has been shown to be very effective for fhnl 3a.
5995	14d4213d-4133-4351-8394-4bbb90fb0579	taxol	is better		47	42	positive	592	583	then all i heard was taxol is better and it did not turn out that way for me so i am with you!!
5996	14d42953-5561-41f8-82fa-189739876a64	gemzar	do well		290	284	positive	545	538	i have heard of many patients who do well on gemzar alone for months before they add a combination drug.
5998	14d60553-c88d-4840-bfcc-ec1d0119a240	taxol	i am doing well		134	129	positive	282	267	i had taxol and carbo then radiation then chemo back in 2002 from april till dec. now after only 5 months of remission i am on gemzar alone and i am doing well.
5999	14d60553-c88d-4840-bfcc-ec1d0119a240	carbo	i am doing well		144	139	positive	282	267	i had taxol and carbo then radiation then chemo back in 2002 from april till dec. now after only 5 months of remission i am on gemzar alone and i am doing well.
6000	14d60553-c88d-4840-bfcc-ec1d0119a240	gemzar	i am doing well		256	250	positive	282	267	i had taxol and carbo then radiation then chemo back in 2002 from april till dec. now after only 5 months of remission i am on gemzar alone and i am doing well.
6001	14d653d9-68e0-4e90-8395-0d2296386900	taxol	is easier		319	314	positive	329	320	yes my dr. also said taxol is easier than ac, they don't give you steroid or neulastin, of which both give me problems.
6002	14d6bf63-0db0-43fb-8395-321c7b1ff331	tamox	have done very well		31	26	positive	92	73	hi cannoli1 i started my tamoxifen the same day that i started rads and have done very well.
6003	14d6bf63-0db0-43fb-8395-321c7b1ff331	tamoxifen	have done very well		35	26	positive	92	73	hi cannoli1 i started my tamoxifen the same day that i started rads and have done very well.
6004	14d824cf-63e7-4971-8395-ad07a658dfb9	tamoxifin	it is working		1665	1656	positive	1624	1611	i think it is working very well.i am not bothered by tamoxifin.
6005	14d8e2d4-566c-4869-8395-ee641b8de769	abrax	good results		15	10	positive	35	23	yeah for abraxane and good results.
6006	14d9e0f5-d8f1-45a8-8c1a-e10310be78b1	avastin	all went well		64	57	positive	47	34	all went well with the avastin infusion.
6011	14db0e55-3144-4f6c-8396-ad8532306710	perjeta	much easier		971	964	positive	924	913	and much easier for the body to deal with.now there is perjeta, we are all quite excited about that one.
6012	14dbdf42-9ae2-400f-8488-c5a9b5733351	taxol	was much easier for me		126	121	positive	343	321	the taxol was much easier for me.
6013	14dc7560-71fb-45a3-8397-291899656d61	tamox	i feel great		492	487	positive	376	364	i feel great and i'm doing everything i was prior to being diagnosed.my cancer is estrogen positive so i know i will be on tamox for 5 years which i am fine with but i really don't want to do the chemo.
6014	14dd170c-2553-4988-bff8-3e492e3a4ca9	taxotere	will help		74	66	positive	84	75	i sure hope lowering the taxotere will help with your last 2 rounds of treatment.
6015	14dfee09-ff1a-4948-8009-a982545bdf59	erbitux	so far so good		269	262	positive	310	296	i myself did not entertain many options and chose surgery, radiation and erbitux for my treatment plan and so far so good.
6016	14e0bd8c-9b58-460c-8398-a293e3faea10	herceptin	cancer free		222	213	positive	383	372	this next time it was.so i did go thru a year of the herceptin and 16 rounds of chemo.now, i am 2 years out from treatment and cancer free!!!!!
6017	14e225a7-01ec-4170-852a-3d4fe0f7c240	abiraterone	good choice		1191	1180	positive	1133	1122	so i can live with the taste and calories, but i agree that the concentrate (pills) is a good choice for those who can't.jerry l i'm not sure that abiraterone will be available in my area, but will certainly ask my uro on my next visit.
6019	14e29d51-9758-4be8-801a-2353a67eaf91	avastin	works better		58	51	positive	286	274	everything i had read said that the avastin works better with a chemo agent.
6020	14e7ea48-228b-4256-880c-a41c10b9c844	rituxan	feeling good		20	13	positive	208	196	i'm feeling good about using the rituxan maintenance.
6021	14e83bb7-51b3-4200-803c-a5973f5c9000	carbo	work well		81	76	positive	70	61	oh, flasks don't work well with carbonated beverages.
6022	14e89839-2db6-466c-839b-57c43bc88f10	femara	no problems at all		45	39	positive	95	77	i'm factor v as well and have been on femara (an ai) for six years now with no problems at all.
6023	14e943db-9da4-49bc-839b-92fc46c6df90	tamoxifen	no real side effects		97	88	positive	137	117	i have been on tamoxifen for 2.5 years with no real side effects and definately no probs with alcohol.
6027	14ea25bf-a68f-4c88-8048-695ce17c6369	doxil	it works		501	496	positive	545	537	i am now on doxil, and will have to wait and see how it works.
6028	14ead3ab-12b8-49a0-839c-1cf5e1030400	femara	is helping		467	461	positive	478	468	i don't think the femara is helping matters either.
6031	14ee366e-620a-4764-839d-483832eb3490	arimidex	is ok		54	46	positive	74	69	ok, my mind is nearly blank, too, but i take arimidex and curcurmin is ok with that.
6032	14eed2f4-54b6-4ccd-8811-f6f7e0102f81	rituxan	works well		23	16	positive	338	328	i hope rituxan works well for you.
6033	14ef3e54-25e1-41b8-8067-c0a5a339ac99	xeloda	did very well		85	79	positive	120	107	he took oral xeloda chemo for the ec and did very well.
6034	14ef3e54-25e1-41b8-8067-c0a5a339ac99	xeloda	did so well		85	79	positive	305	294	i will be totally honest with you, in december 09 he got mets to his liver, the dr. told him since he did so well with the xeloda for the ec, to try it for the liver as well.
6035	14f11f28-7f83-4088-8531-a83777051990	provenge	works well		1315	1307	positive	1376	1366	you asked about provenge and other things early; generally hormone therapy works well for quite some time, so advanced drugs are only ed and used on those of us where the hormone therapy no longer works.
6036	14f14bac-f944-48f8-8074-61bbd2a20e09	xeloda	i tolerated it well		73	67	positive	667	648	i had xeloda before with my radiation last aug but i tolerated it well with oxaplatin i feel weak and cold for at least 5 days.
6037	14f14bac-f944-48f8-8074-61bbd2a20e09	oxaplatin	i tolerated it well		682	673	positive	667	648	i had xeloda before with my radiation last aug but i tolerated it well with oxaplatin i feel weak and cold for at least 5 days.
6038	14f1b77c-6cd6-419a-839e-7e22ea2bb304	herceptin	great response		51	42	positive	84	70	great response which left me with bone only disease and was dropped to just herceptin but had mri on july 28 and they found 8 lesions on my brain.
6041	14f1c274-710d-40d8-8077-3ce52b10e5e1	taxol	doing great		637	632	positive	674	663	i've done the 4 a/c chemos and 9 of the taxol and at the age of 59 i'm doing great!
6042	14f40661-ed8e-4a20-8260-4f5f8abe0400	xeloda	responding well		830	824	positive	813	798	i am currently incurable but am responding well to my new xeloda/avastin treatment.
6043	14f40661-ed8e-4a20-8260-4f5f8abe0400	avastin	responding well		838	831	positive	813	798	i am currently incurable but am responding well to my new xeloda/avastin treatment.
6044	14f5511b-08f4-4e60-864d-98aa99693b44	carac	works well		6	1	positive	17	7	carac works well.
6045	14f7c03a-9dff-404e-83a0-944b06e23d24	taxotere	so much easier		140	132	positive	158	144	don't believe anyone who says taxotere is so much easier than a/c.
6047	14fa22a7-238f-4fd4-83a1-6789851bc910	femara	doing much better		50	44	positive	268	251	doing much better with arimidex, so far and thankful especially for the clear head, femara made me feel very brain fog.
6048	14fa22a7-238f-4fd4-83a1-6789851bc910	arimidex	doing much better		62	54	positive	268	251	doing much better with arimidex, so far and thankful especially for the clear head, femara made me feel very brain fog.
6049	14fac7a1-43ff-4135-a87c-7ec50d772d29	temodar	it helped		153	146	positive	1640	1631	i would just take some tylenol (only non-aspirin pain meds because of the temodar) and sometimes it helped.
6050	14fd8724-333c-453e-83a2-943fca3dde64	cytoxa	i do so well		243	237	positive	276	264	i do so well with cytoxan but the faslodex is still causing shoulder joint pain, but the lower back along with loss of control makes me wonder if i should stay on such or not.
6051	14fd8724-333c-453e-83a2-943fca3dde64	faslodex	i do so well		262	254	positive	276	264	i do so well with cytoxan but the faslodex is still causing shoulder joint pain, but the lower back along with loss of control makes me wonder if i should stay on such or not.
6052	14fe677d-0ee1-4ed8-80c5-2b426ee37061	taxotere	it was much easier		31	23	positive	68	50	it was much easier on me than the ac was, and my hair also started growing back when i was on taxotere.
6054	150168cc-7aa0-4039-831f-4f38861114a1	rituxan	felt great		38	31	positive	49	39	recived my first treatment of rituxan felt great when i got home and even shovelled snow.
6055	1501afc9-15a9-4f00-80d9-6dd443eca400	taxol	responded well		182	177	positive	230	216	though i did not take taxol, (i am estrogen positive and had responded well to arimidex for 5 years, so my dr put me on tamoxifen) the liver now shows no evidence of disease, and the pleural effusion and bc cels on the lining of my lung is also responding well to the tamox.
6056	1501afc9-15a9-4f00-80d9-6dd443eca400	arimidex	responded well		242	234	positive	230	216	though i did not take taxol, (i am estrogen positive and had responded well to arimidex for 5 years, so my dr put me on tamoxifen) the liver now shows no evidence of disease, and the pleural effusion and bc cels on the lining of my lung is also responding well to the tamox.
6057	1501afc9-15a9-4f00-80d9-6dd443eca400	tamoxifen	responded well		284	275	positive	230	216	though i did not take taxol, (i am estrogen positive and had responded well to arimidex for 5 years, so my dr put me on tamoxifen) the liver now shows no evidence of disease, and the pleural effusion and bc cels on the lining of my lung is also responding well to the tamox.
6058	1501afc9-15a9-4f00-80d9-6dd443eca400	tamox	responded well		280	275	positive	230	216	though i did not take taxol, (i am estrogen positive and had responded well to arimidex for 5 years, so my dr put me on tamoxifen) the liver now shows no evidence of disease, and the pleural effusion and bc cels on the lining of my lung is also responding well to the tamox.
6059	1501c5bc-b5d6-4936-83a4-0cbf690f2bc4	arimidex	no hot flashes		48	40	positive	67	53	linny.i am almost into my 5th month of arimidex and no hot flashes yet!
6060	15061afa-1303-49a3-849b-34b72300f5b9	mylotarg	best option		2294	2286	positive	2319	2308	when we arrived thedr explained that he thought a bone morrow transplant as well as the mylotarg would be her best option.
6061	150831c9-7ffb-4da8-8101-a24367424201	alimpta	much better		715	708	positive	686	675	much better than when she was on alimpta (used off label, primarily for lung cancer).
